date,category,region,channel,units,unit_price,discount,sales
2024-08-20,Sports,Chattogram,Online,2,4086.33,0.064,8955.17
2024-08-20,Sports,Dhaka,Store,3,3615.69,0.104,11852.93
2024-08-20,Sports,Rajshahi,Store,2,3339.53,0.193,5889.67
2024-08-21,Electronics,Dhaka,Online,1,12613.09,0.054,15002.44
2024-08-21,Electronics,Dhaka,Online,1,15454.27,0.111,15145.28
2024-08-21,Electronics,Rajshahi,Online,2,10378.54,0.0,23308.51
2024-08-21,Electronics,Chattogram,Online,1,10549.8,0.07,12360.0
2024-08-21,Electronics,Dhaka,Online,2,14802.07,0.03,34067.08
2024-08-21,Electronics,Dhaka,Online,1,11136.38,0.0,11985.97
2024-08-21,Electronics,Dhaka,Store,2,10934.95,0.125,21279.61
2024-08-21,Electronics,Rajshahi,Online,1,12882.65,0.054,13949.85
2024-08-21,Fashion,Khulna,Store,1,1663.11,0.059,1813.65
2024-08-21,Fashion,Chattogram,Online,1,2024.69,0.112,1913.59
2024-08-21,Fashion,Khulna,Online,1,2147.0,0.081,2239.29
2024-08-21,Fashion,Rajshahi,Online,6,2591.41,0.058,15726.87
2024-08-21,Fashion,Dhaka,Store,3,1798.17,0.063,5656.95
2024-08-21,Fashion,Rajshahi,Online,3,2463.28,0.079,8106.29
2024-08-21,Fashion,Rajshahi,Store,1,2865.73,0.037,3420.88
2024-08-21,Home & Living,Dhaka,Store,4,5475.19,0.117,20702.64
2024-08-21,Home & Living,Dhaka,Store,1,5583.07,0.123,5593.64
2024-08-21,Home & Living,Khulna,Store,1,3726.61,0.0,4410.11
2024-08-21,Home & Living,Rajshahi,Store,1,3656.43,0.035,3689.58
2024-08-21,Home & Living,Khulna,Online,5,3835.25,0.095,21442.34
2024-08-21,Home & Living,Dhaka,Online,2,3996.2,0.085,8214.42
2024-08-21,Home & Living,Chattogram,Online,1,3232.35,0.044,3401.32
2024-08-21,Home & Living,Khulna,Online,1,3640.47,0.039,4364.84
2024-08-21,Home & Living,Chattogram,Store,3,4405.27,0.093,14622.45
2024-08-21,Home & Living,Rajshahi,Store,2,4634.72,0.102,9026.15
2024-08-21,Beauty,Dhaka,Online,7,1591.69,0.143,10988.38
2024-08-21,Beauty,Chattogram,Online,3,1273.17,0.119,3651.21
2024-08-21,Beauty,Chattogram,Store,5,1440.33,0.115,7851.8
2024-08-21,Beauty,Chattogram,Online,2,1255.87,0.11,2693.74
2024-08-21,Sports,Chattogram,Online,1,2780.68,0.049,3271.63
2024-08-21,Sports,Chattogram,Online,2,2070.51,0.171,4107.76
2024-08-21,Sports,Chattogram,Online,1,3474.8,0.186,3364.21
2024-08-21,Sports,Khulna,Online,3,3901.81,0.105,11995.36
2024-08-21,Sports,Dhaka,Store,1,3247.07,0.008,3709.42
2024-08-22,Electronics,Rajshahi,Online,1,10463.43,0.01,12009.55
2024-08-22,Electronics,Rajshahi,Online,1,10138.39,0.109,11117.73
2024-08-22,Electronics,Rajshahi,Online,2,9498.53,0.092,20366.25
2024-08-22,Electronics,Dhaka,Online,2,16933.19,0.05,37101.74
2024-08-22,Electronics,Khulna,Store,3,8711.97,0.125,26953.59
2024-08-22,Electronics,Chattogram,Online,2,10991.88,0.067,25629.02
2024-08-22,Electronics,Chattogram,Store,4,11343.4,0.134,45520.4
2024-08-22,Electronics,Chattogram,Online,1,14065.97,0.154,13840.48
2024-08-22,Electronics,Dhaka,Store,1,13345.96,0.0,16702.83
2024-08-22,Fashion,Chattogram,Store,2,1800.34,0.117,3568.64
2024-08-22,Fashion,Dhaka,Store,1,2302.74,0.06,2389.25
2024-08-22,Fashion,Dhaka,Online,4,2647.36,0.079,11327.22
2024-08-22,Fashion,Chattogram,Online,6,1809.27,0.039,11406.54
2024-08-22,Fashion,Dhaka,Store,1,1705.09,0.108,1879.04
2024-08-22,Fashion,Khulna,Online,2,2563.57,0.062,5015.29
2024-08-22,Fashion,Khulna,Store,2,2100.49,0.056,4846.69
2024-08-22,Fashion,Rajshahi,Online,3,1981.22,0.052,5928.96
2024-08-22,Fashion,Chattogram,Store,1,1499.3,0.143,1326.96
2024-08-22,Fashion,Chattogram,Online,1,2184.58,0.045,2463.31
2024-08-22,Fashion,Rajshahi,Store,2,3011.98,0.029,6941.02
2024-08-22,Fashion,Dhaka,Online,1,2745.42,0.055,3169.96
2024-08-22,Home & Living,Rajshahi,Online,1,2640.26,0.12,2684.97
2024-08-22,Home & Living,Dhaka,Store,3,5424.73,0.11,17222.68
2024-08-22,Home & Living,Dhaka,Online,1,3925.02,0.0,4452.26
2024-08-22,Home & Living,Dhaka,Online,4,3029.86,0.192,10229.23
2024-08-22,Home & Living,Dhaka,Online,2,3515.46,0.087,7788.32
2024-08-22,Home & Living,Chattogram,Online,1,3901.76,0.033,4743.16
2024-08-22,Home & Living,Rajshahi,Online,3,4021.93,0.132,12102.79
2024-08-22,Home & Living,Dhaka,Online,2,3075.46,0.086,6887.09
2024-08-22,Beauty,Dhaka,Online,2,1120.16,0.055,2375.65
2024-08-22,Beauty,Dhaka,Store,2,1516.13,0.086,3148.51
2024-08-22,Beauty,Rajshahi,Store,3,1353.8,0.011,4610.99
2024-08-22,Beauty,Rajshahi,Store,2,1282.72,0.018,2706.15
2024-08-22,Sports,Khulna,Online,2,2863.38,0.151,5065.73
2024-08-22,Sports,Khulna,Store,1,3262.46,0.05,3785.64
2024-08-22,Sports,Rajshahi,Store,1,3301.11,0.185,2866.37
2024-08-22,Sports,Dhaka,Store,3,2938.37,0.034,9614.4
2024-08-22,Sports,Dhaka,Online,1,2951.38,0.05,3181.31
2024-08-23,Electronics,Chattogram,Online,1,17809.11,0.07,17341.33
2024-08-23,Electronics,Rajshahi,Online,1,10948.02,0.115,10488.41
2024-08-23,Electronics,Rajshahi,Store,2,10237.5,0.117,21306.02
2024-08-23,Electronics,Dhaka,Store,4,12817.19,0.08,56419.22
2024-08-23,Electronics,Dhaka,Online,1,11778.47,0.0,12871.62
2024-08-23,Electronics,Chattogram,Store,2,11167.62,0.071,25972.91
2024-08-23,Electronics,Rajshahi,Online,2,13761.69,0.09,30404.3
2024-08-23,Fashion,Dhaka,Store,1,1867.95,0.073,2102.36
2024-08-23,Fashion,Khulna,Store,2,1770.61,0.046,3719.88
2024-08-23,Fashion,Dhaka,Online,1,1782.63,0.046,1795.82
2024-08-23,Fashion,Rajshahi,Online,1,2427.36,0.145,2323.14
2024-08-23,Fashion,Dhaka,Online,2,2593.5,0.061,5848.39
2024-08-23,Fashion,Dhaka,Online,1,2214.52,0.0,2595.3
2024-08-23,Fashion,Chattogram,Store,3,2038.85,0.144,6428.31
2024-08-23,Fashion,Rajshahi,Online,1,1396.64,0.084,1395.51
2024-08-23,Fashion,Khulna,Store,4,2383.0,0.079,9503.03
2024-08-23,Fashion,Chattogram,Online,1,1744.76,0.079,1854.55
2024-08-23,Fashion,Chattogram,Store,1,2225.71,0.101,2495.77
2024-08-23,Fashion,Dhaka,Store,5,2307.8,0.066,12672.84
2024-08-23,Home & Living,Khulna,Online,1,4457.86,0.084,4400.75
2024-08-23,Home & Living,Chattogram,Store,4,4240.4,0.083,17055.17
2024-08-23,Home & Living,Rajshahi,Online,1,4048.12,0.045,4351.23
2024-08-23,Home & Living,Khulna,Online,1,3725.59,0.088,3845.29
2024-08-23,Home & Living,Dhaka,Store,2,3095.01,0.038,6335.54
2024-08-23,Home & Living,Dhaka,Store,1,3912.08,0.021,4035.27
2024-08-23,Home & Living,Rajshahi,Online,1,5465.91,0.11,6107.59
2024-08-23,Home & Living,Dhaka,Online,1,3802.97,0.032,4293.42
2024-08-23,Home & Living,Khulna,Online,1,3964.41,0.041,4032.73
2024-08-23,Home & Living,Dhaka,Online,1,4360.54,0.148,4407.49
2024-08-23,Home & Living,Rajshahi,Store,3,4213.53,0.061,12939.36
2024-08-23,Home & Living,Dhaka,Online,1,4633.66,0.069,4839.73
2024-08-23,Beauty,Chattogram,Online,1,1420.49,0.05,1550.8
2024-08-23,Beauty,Chattogram,Online,1,1304.33,0.058,1450.83
2024-08-23,Beauty,Chattogram,Store,2,1599.8,0.063,3308.95
2024-08-23,Beauty,Dhaka,Online,2,1670.98,0.018,3947.57
2024-08-23,Beauty,Rajshahi,Store,4,1555.19,0.154,5812.67
2024-08-23,Beauty,Dhaka,Online,1,1707.81,0.066,1865.73
2024-08-23,Beauty,Chattogram,Online,1,1512.95,0.053,1704.04
2024-08-23,Beauty,Dhaka,Online,1,1842.85,0.022,2031.88
2024-08-23,Beauty,Rajshahi,Online,1,1945.82,0.0,2096.33
2024-08-23,Beauty,Dhaka,Online,1,1544.16,0.068,1813.46
2024-08-23,Beauty,Dhaka,Online,2,1417.2,0.171,2476.87
2024-08-23,Beauty,Khulna,Store,2,1512.32,0.144,2991.65
2024-08-23,Sports,Chattogram,Online,2,2940.16,0.099,6201.78
2024-08-23,Sports,Dhaka,Store,2,3513.8,0.148,6518.22
2024-08-23,Sports,Khulna,Store,1,2524.19,0.082,2547.06
2024-08-23,Sports,Khulna,Online,1,4452.59,0.028,5373.46
2024-08-24,Electronics,Dhaka,Store,1,10867.08,0.133,10117.56
2024-08-24,Electronics,Khulna,Store,2,12754.21,0.063,27006.76
2024-08-24,Electronics,Dhaka,Store,4,8229.96,0.036,37690.68
2024-08-24,Electronics,Chattogram,Online,3,13452.49,0.0,42063.03
2024-08-24,Electronics,Rajshahi,Store,2,12265.15,0.052,26612.92
2024-08-24,Electronics,Dhaka,Store,1,11460.27,0.0,12400.57
2024-08-24,Fashion,Khulna,Store,3,2452.13,0.048,7332.48
2024-08-24,Fashion,Rajshahi,Online,3,2235.32,0.167,6644.91
2024-08-24,Fashion,Khulna,Store,1,2619.02,0.092,2774.73
2024-08-24,Fashion,Chattogram,Store,4,2382.16,0.134,8965.33
2024-08-24,Fashion,Rajshahi,Online,1,2228.7,0.105,2512.77
2024-08-24,Fashion,Dhaka,Store,1,2495.15,0.119,2682.44
2024-08-24,Fashion,Rajshahi,Online,1,2032.21,0.054,2050.82
2024-08-24,Fashion,Rajshahi,Online,2,2175.88,0.124,4161.6
2024-08-24,Fashion,Khulna,Online,4,2708.59,0.014,13077.76
2024-08-24,Fashion,Chattogram,Store,1,1974.52,0.173,1691.39
2024-08-24,Fashion,Dhaka,Online,1,3023.01,0.07,3437.46
2024-08-24,Fashion,Dhaka,Store,2,1830.98,0.105,3747.64
2024-08-24,Fashion,Dhaka,Online,2,1922.72,0.115,3778.67
2024-08-24,Home & Living,Khulna,Online,1,4422.86,0.196,4436.7
2024-08-24,Home & Living,Khulna,Store,3,3660.5,0.084,10599.07
2024-08-24,Home & Living,Dhaka,Online,1,5260.11,0.035,6303.75
2024-08-24,Home & Living,Dhaka,Online,1,4045.97,0.006,4458.74
2024-08-24,Home & Living,Rajshahi,Online,4,4147.91,0.071,19332.7
2024-08-24,Beauty,Khulna,Online,4,1529.66,0.05,6404.5
2024-08-24,Beauty,Khulna,Online,2,1172.68,0.055,2457.92
2024-08-24,Beauty,Chattogram,Store,1,1838.28,0.098,1911.97
2024-08-24,Beauty,Rajshahi,Online,1,1710.94,0.107,1821.58
2024-08-24,Beauty,Dhaka,Online,1,2075.41,0.047,2289.28
2024-08-24,Beauty,Khulna,Store,1,1116.46,0.114,1081.49
2024-08-24,Sports,Rajshahi,Online,1,3555.73,0.065,3792.04
2024-08-24,Sports,Rajshahi,Online,1,2752.98,0.068,2780.24
2024-08-24,Sports,Khulna,Online,4,3276.84,0.0,14352.97
2024-08-24,Sports,Dhaka,Online,2,4058.04,0.0,10200.09
2024-08-24,Sports,Rajshahi,Online,3,3226.64,0.048,10853.15
2024-08-25,Electronics,Chattogram,Store,3,8969.19,0.102,29697.45
2024-08-25,Electronics,Chattogram,Online,1,12292.66,0.18,10477.65
2024-08-25,Electronics,Khulna,Store,3,12296.55,0.112,38521.94
2024-08-25,Electronics,Chattogram,Store,1,13546.37,0.125,14756.39
2024-08-25,Electronics,Dhaka,Store,2,9246.59,0.067,19909.15
2024-08-25,Fashion,Khulna,Online,1,2308.95,0.032,2821.6
2024-08-25,Fashion,Dhaka,Store,2,2398.19,0.104,5358.0
2024-08-25,Fashion,Rajshahi,Store,1,1975.77,0.045,2264.77
2024-08-25,Fashion,Dhaka,Online,2,1836.86,0.013,4179.59
2024-08-25,Fashion,Dhaka,Store,1,1678.27,0.04,1896.86
2024-08-25,Fashion,Chattogram,Online,2,2377.35,0.027,5086.15
2024-08-25,Fashion,Dhaka,Store,2,1523.34,0.123,3340.26
2024-08-25,Fashion,Khulna,Online,1,2735.67,0.099,2975.33
2024-08-25,Fashion,Dhaka,Online,1,2674.08,0.153,2390.96
2024-08-25,Fashion,Dhaka,Online,1,2599.52,0.028,2993.37
2024-08-25,Home & Living,Chattogram,Store,2,2623.64,0.146,4743.99
2024-08-25,Home & Living,Dhaka,Store,3,3036.19,0.061,10786.8
2024-08-25,Home & Living,Chattogram,Online,3,3493.06,0.088,11956.92
2024-08-25,Home & Living,Dhaka,Store,1,3917.44,0.009,4244.7
2024-08-25,Home & Living,Chattogram,Online,3,4522.92,0.067,15909.43
2024-08-25,Home & Living,Dhaka,Online,1,4994.61,0.103,5521.47
2024-08-25,Home & Living,Khulna,Online,2,3761.45,0.014,8122.25
2024-08-25,Home & Living,Rajshahi,Store,4,3818.74,0.035,15258.55
2024-08-25,Home & Living,Dhaka,Online,1,3885.06,0.101,4352.61
2024-08-25,Beauty,Chattogram,Store,1,1374.9,0.067,1330.99
2024-08-25,Beauty,Chattogram,Store,2,1827.66,0.077,4125.09
2024-08-25,Beauty,Dhaka,Online,1,1999.1,0.08,2154.23
2024-08-25,Beauty,Chattogram,Online,3,1997.63,0.058,6244.78
2024-08-25,Beauty,Rajshahi,Store,1,1761.43,0.099,1682.67
2024-08-25,Beauty,Rajshahi,Online,2,1089.03,0.135,2099.33
2024-08-25,Beauty,Chattogram,Store,2,1817.8,0.116,3828.77
2024-08-25,Beauty,Rajshahi,Online,2,1346.1,0.099,2995.24
2024-08-25,Beauty,Khulna,Store,1,1849.84,0.097,1873.08
2024-08-25,Sports,Dhaka,Online,3,3580.56,0.145,9964.06
2024-08-25,Sports,Khulna,Store,1,4106.07,0.06,4642.41
2024-08-25,Sports,Dhaka,Online,3,2618.69,0.0,8919.76
2024-08-26,Electronics,Chattogram,Online,2,13326.82,0.054,26803.96
2024-08-26,Electronics,Dhaka,Online,1,12259.52,0.051,14505.64
2024-08-26,Electronics,Dhaka,Store,1,10306.24,0.075,11791.94
2024-08-26,Electronics,Dhaka,Online,1,12212.9,0.115,13291.82
2024-08-26,Electronics,Dhaka,Online,2,12169.9,0.089,27748.55
2024-08-26,Electronics,Dhaka,Online,1,12200.73,0.079,13415.97
2024-08-26,Electronics,Khulna,Store,1,12038.16,0.036,12827.94
2024-08-26,Electronics,Rajshahi,Store,2,12049.74,0.009,26746.46
2024-08-26,Fashion,Rajshahi,Store,4,2109.75,0.087,8859.36
2024-08-26,Fashion,Dhaka,Online,1,1861.31,0.201,1600.49
2024-08-26,Fashion,Rajshahi,Online,2,2236.98,0.004,5324.85
2024-08-26,Fashion,Khulna,Online,1,2146.07,0.102,2308.76
2024-08-26,Fashion,Khulna,Online,1,1768.93,0.031,1964.23
2024-08-26,Fashion,Rajshahi,Online,3,2458.08,0.108,8309.59
2024-08-26,Fashion,Dhaka,Online,3,1875.12,0.095,6351.31
2024-08-26,Fashion,Chattogram,Online,5,1855.91,0.08,10762.6
2024-08-26,Fashion,Khulna,Online,1,2615.14,0.2,2380.77
2024-08-26,Home & Living,Khulna,Store,2,3760.86,0.096,7907.49
2024-08-26,Home & Living,Khulna,Store,1,4550.3,0.014,4826.9
2024-08-26,Home & Living,Khulna,Online,3,4765.78,0.107,13274.46
2024-08-26,Home & Living,Chattogram,Store,2,3967.56,0.059,8043.09
2024-08-26,Home & Living,Khulna,Online,1,4589.65,0.075,5007.14
2024-08-26,Home & Living,Dhaka,Online,1,3152.18,0.06,3540.49
2024-08-26,Home & Living,Rajshahi,Online,1,3741.87,0.039,4342.89
2024-08-26,Home & Living,Rajshahi,Store,4,3600.24,0.105,14580.73
2024-08-26,Home & Living,Chattogram,Online,1,4869.79,0.108,4894.8
2024-08-26,Beauty,Chattogram,Store,2,1361.02,0.017,3113.28
2024-08-26,Beauty,Dhaka,Store,6,1996.47,0.116,11527.43
2024-08-26,Beauty,Khulna,Online,1,1764.26,0.075,1858.16
2024-08-26,Beauty,Dhaka,Store,1,1515.16,0.165,1349.34
2024-08-26,Beauty,Dhaka,Online,1,1216.57,0.118,1350.72
2024-08-26,Beauty,Rajshahi,Store,3,1609.47,0.0,5901.25
2024-08-26,Beauty,Khulna,Store,5,1595.55,0.062,9248.15
2024-08-26,Sports,Khulna,Online,2,2434.23,0.038,5901.73
2024-08-27,Electronics,Dhaka,Online,2,14264.29,0.014,29617.24
2024-08-27,Electronics,Chattogram,Online,3,12898.49,0.117,37947.05
2024-08-27,Electronics,Dhaka,Online,1,15875.5,0.011,17594.54
2024-08-27,Electronics,Rajshahi,Online,5,13384.36,0.051,76031.81
2024-08-27,Electronics,Chattogram,Online,1,11794.43,0.148,10973.06
2024-08-27,Electronics,Dhaka,Online,1,12787.95,0.033,13530.69
2024-08-27,Electronics,Dhaka,Store,3,12620.88,0.088,38402.63
2024-08-27,Electronics,Dhaka,Online,4,12681.99,0.088,58135.19
2024-08-27,Fashion,Khulna,Store,1,2405.15,0.096,2644.68
2024-08-27,Fashion,Chattogram,Online,2,1841.56,0.025,4486.78
2024-08-27,Fashion,Dhaka,Online,1,2372.39,0.08,2370.87
2024-08-27,Fashion,Chattogram,Store,1,2446.79,0.031,2597.76
2024-08-27,Fashion,Rajshahi,Store,4,2368.25,0.061,9344.97
2024-08-27,Fashion,Rajshahi,Store,1,2677.63,0.029,2784.95
2024-08-27,Fashion,Dhaka,Online,2,1573.03,0.064,3608.77
2024-08-27,Fashion,Dhaka,Online,2,2362.54,0.122,4660.1
2024-08-27,Fashion,Dhaka,Online,1,1870.02,0.139,1732.89
2024-08-27,Fashion,Dhaka,Store,5,1644.71,0.038,9673.43
2024-08-27,Fashion,Dhaka,Online,1,3010.59,0.04,3081.09
2024-08-27,Fashion,Dhaka,Online,1,3109.74,0.0,3503.75
2024-08-27,Fashion,Chattogram,Online,1,2434.53,0.111,2337.0
2024-08-27,Home & Living,Dhaka,Online,2,4615.34,0.071,10426.79
2024-08-27,Home & Living,Chattogram,Online,1,4530.82,0.018,4608.35
2024-08-27,Home & Living,Dhaka,Online,1,4209.99,0.075,4114.05
2024-08-27,Home & Living,Dhaka,Online,2,4138.65,0.16,8554.36
2024-08-27,Home & Living,Khulna,Online,1,4659.78,0.063,5426.5
2024-08-27,Home & Living,Rajshahi,Store,3,3841.28,0.096,10779.07
2024-08-27,Home & Living,Dhaka,Online,4,2925.52,0.064,12565.43
2024-08-27,Home & Living,Dhaka,Store,1,4543.13,0.043,5253.65
2024-08-27,Beauty,Rajshahi,Online,1,923.54,0.1,1027.09
2024-08-27,Beauty,Dhaka,Online,1,1408.95,0.095,1427.85
2024-08-27,Beauty,Dhaka,Store,1,1309.67,0.03,1604.21
2024-08-27,Beauty,Chattogram,Online,1,1329.94,0.051,1366.45
2024-08-27,Beauty,Rajshahi,Online,2,888.45,0.204,1775.61
2024-08-27,Beauty,Chattogram,Store,1,1458.71,0.145,1493.23
2024-08-27,Beauty,Dhaka,Online,1,1211.71,0.077,1181.53
2024-08-27,Beauty,Dhaka,Online,3,2118.65,0.064,6611.67
2024-08-27,Beauty,Rajshahi,Store,2,1391.58,0.075,2675.8
2024-08-27,Beauty,Rajshahi,Store,3,1293.7,0.101,4368.43
2024-08-27,Sports,Dhaka,Store,2,3883.25,0.128,7289.08
2024-08-27,Sports,Chattogram,Store,3,4049.86,0.043,14149.15
2024-08-27,Sports,Dhaka,Store,1,3711.24,0.112,3926.75
2024-08-27,Sports,Khulna,Online,2,3145.57,0.031,6358.36
2024-08-27,Sports,Dhaka,Online,1,4839.25,0.069,5196.26
2024-08-27,Sports,Dhaka,Store,1,2865.18,0.03,3364.56
2024-08-27,Sports,Khulna,Online,2,2299.24,0.033,4774.57
2024-08-27,Sports,Rajshahi,Online,2,4419.84,0.06,9228.35
2024-08-27,Sports,Chattogram,Store,1,2975.66,0.043,3545.18
2024-08-28,Electronics,Dhaka,Store,1,9466.47,0.049,9461.5
2024-08-28,Electronics,Dhaka,Online,3,12053.46,0.12,36681.38
2024-08-28,Electronics,Khulna,Online,1,16207.96,0.018,17640.47
2024-08-28,Fashion,Dhaka,Store,1,1380.53,0.078,1371.67
2024-08-28,Fashion,Dhaka,Store,3,1883.43,0.0,7097.57
2024-08-28,Fashion,Khulna,Store,3,2316.83,0.096,7386.08
2024-08-28,Fashion,Dhaka,Online,2,2415.9,0.078,5456.2
2024-08-28,Fashion,Dhaka,Store,3,2742.69,0.029,9392.53
2024-08-28,Fashion,Khulna,Online,1,2300.75,0.124,2533.66
2024-08-28,Home & Living,Dhaka,Store,3,3630.02,0.056,12738.19
2024-08-28,Home & Living,Khulna,Online,2,5071.52,0.079,11330.74
2024-08-28,Home & Living,Chattogram,Store,1,5303.53,0.07,5121.6
2024-08-28,Home & Living,Dhaka,Online,2,5614.97,0.009,11707.7
2024-08-28,Beauty,Dhaka,Online,3,1315.01,0.056,4685.46
2024-08-28,Beauty,Dhaka,Store,2,1457.38,0.086,2835.19
2024-08-28,Beauty,Dhaka,Online,1,1914.8,0.129,1947.6
2024-08-28,Beauty,Chattogram,Online,1,1476.61,0.128,1332.02
2024-08-28,Beauty,Khulna,Online,1,1752.37,0.1,1976.53
2024-08-28,Beauty,Dhaka,Online,2,1794.87,0.082,4086.23
2024-08-28,Beauty,Chattogram,Online,1,1242.43,0.0,1397.69
2024-08-28,Beauty,Khulna,Online,4,1619.16,0.114,7187.81
2024-08-28,Sports,Chattogram,Online,1,4697.15,0.035,5148.92
2024-08-29,Electronics,Chattogram,Online,2,12325.58,0.115,25643.88
2024-08-29,Electronics,Chattogram,Online,3,16005.36,0.038,51698.79
2024-08-29,Electronics,Dhaka,Store,1,11001.92,0.098,10987.7
2024-08-29,Electronics,Dhaka,Online,2,11124.55,0.0,24999.11
2024-08-29,Electronics,Khulna,Online,1,6783.26,0.197,6729.74
2024-08-29,Electronics,Dhaka,Store,1,10011.98,0.118,9398.03
2024-08-29,Electronics,Khulna,Online,2,10745.2,0.145,22590.74
2024-08-29,Electronics,Chattogram,Store,1,14230.92,0.042,15160.89
2024-08-29,Fashion,Rajshahi,Online,1,2181.16,0.174,2041.71
2024-08-29,Fashion,Dhaka,Online,1,1955.47,0.041,2126.81
2024-08-29,Fashion,Chattogram,Online,1,1982.9,0.0,2421.83
2024-08-29,Fashion,Khulna,Online,3,2360.93,0.028,7360.74
2024-08-29,Fashion,Dhaka,Store,2,1923.35,0.018,4303.95
2024-08-29,Fashion,Khulna,Online,1,3042.22,0.14,3077.6
2024-08-29,Fashion,Khulna,Online,3,2214.91,0.08,7660.59
2024-08-29,Fashion,Rajshahi,Online,3,2986.49,0.063,8830.49
2024-08-29,Fashion,Khulna,Store,2,1832.34,0.013,4349.09
2024-08-29,Home & Living,Khulna,Online,2,4678.94,0.183,8226.88
2024-08-29,Home & Living,Dhaka,Store,1,5080.32,0.113,5457.0
2024-08-29,Home & Living,Khulna,Online,4,3134.41,0.09,13183.35
2024-08-29,Home & Living,Dhaka,Online,2,5225.7,0.038,11120.49
2024-08-29,Beauty,Dhaka,Online,1,1801.67,0.08,2013.62
2024-08-29,Beauty,Dhaka,Online,4,2018.74,0.056,9286.17
2024-08-29,Beauty,Khulna,Online,1,1626.91,0.12,1788.65
2024-08-29,Beauty,Rajshahi,Online,2,1210.45,0.08,2468.73
2024-08-29,Beauty,Khulna,Online,1,1789.01,0.091,1971.15
2024-08-29,Beauty,Dhaka,Online,1,1264.11,0.063,1487.51
2024-08-29,Beauty,Dhaka,Online,3,1237.39,0.046,4138.31
2024-08-29,Beauty,Khulna,Store,1,1456.3,0.083,1417.32
2024-08-29,Beauty,Dhaka,Store,2,1686.4,0.116,3398.69
2024-08-29,Beauty,Dhaka,Online,2,1315.16,0.0,3012.64
2024-08-29,Beauty,Chattogram,Store,3,1026.69,0.113,3273.55
2024-08-29,Beauty,Khulna,Store,1,1496.16,0.111,1424.27
2024-08-29,Beauty,Chattogram,Online,4,1574.33,0.063,7315.63
2024-08-29,Beauty,Dhaka,Online,1,2001.42,0.047,2363.38
2024-08-29,Sports,Chattogram,Store,1,4230.4,0.162,3951.13
2024-08-30,Electronics,Chattogram,Store,1,10611.23,0.047,10891.48
2024-08-30,Fashion,Chattogram,Online,5,1375.77,0.013,7616.02
2024-08-30,Fashion,Khulna,Online,2,1296.93,0.098,2479.97
2024-08-30,Fashion,Dhaka,Store,1,2218.34,0.0,2668.18
2024-08-30,Fashion,Dhaka,Store,1,2497.55,0.17,2329.16
2024-08-30,Fashion,Chattogram,Online,2,1598.38,0.097,3087.52
2024-08-30,Fashion,Dhaka,Online,4,2780.93,0.041,12997.68
2024-08-30,Home & Living,Rajshahi,Store,3,4850.39,0.03,15804.74
2024-08-30,Home & Living,Dhaka,Store,1,2796.75,0.089,2650.18
2024-08-30,Home & Living,Chattogram,Online,1,4136.58,0.04,4266.9
2024-08-30,Home & Living,Dhaka,Online,1,4696.82,0.0,5709.7
2024-08-30,Home & Living,Chattogram,Online,1,3539.64,0.087,3625.47
2024-08-30,Home & Living,Dhaka,Store,1,4325.08,0.061,4936.22
2024-08-30,Beauty,Dhaka,Online,2,1288.25,0.13,2603.17
2024-08-30,Beauty,Dhaka,Online,4,1655.1,0.211,5783.3
2024-08-30,Beauty,Rajshahi,Online,1,1759.22,0.112,1757.87
2024-08-30,Beauty,Dhaka,Online,1,1149.12,0.123,1143.19
2024-08-30,Beauty,Rajshahi,Store,2,1267.86,0.088,2706.0
2024-08-30,Beauty,Dhaka,Online,3,1313.34,0.127,3663.77
2024-08-30,Beauty,Khulna,Online,2,1091.37,0.0,2354.3
2024-08-30,Sports,Dhaka,Online,3,3655.72,0.096,11552.84
2024-08-30,Sports,Khulna,Online,4,4605.27,0.04,21597.82
2024-08-30,Sports,Khulna,Store,1,2800.33,0.104,3079.53
2024-08-31,Electronics,Dhaka,Online,1,7966.8,0.049,8300.74
2024-08-31,Electronics,Rajshahi,Online,1,14176.78,0.105,14156.5
2024-08-31,Electronics,Dhaka,Online,1,13669.84,0.066,13210.91
2024-08-31,Electronics,Khulna,Online,1,10691.41,0.087,10746.37
2024-08-31,Fashion,Chattogram,Online,4,2182.63,0.001,10623.81
2024-08-31,Fashion,Chattogram,Online,1,2536.66,0.108,2446.08
2024-08-31,Fashion,Dhaka,Store,1,2493.63,0.15,2564.94
2024-08-31,Fashion,Chattogram,Store,3,1929.88,0.055,6579.39
2024-08-31,Fashion,Dhaka,Online,1,2176.49,0.087,2374.0
2024-08-31,Fashion,Chattogram,Online,2,1861.23,0.123,4102.68
2024-08-31,Fashion,Rajshahi,Online,2,2155.95,0.091,4099.76
2024-08-31,Fashion,Khulna,Store,1,2924.38,0.061,3050.15
2024-08-31,Fashion,Khulna,Online,6,1917.0,0.061,12058.28
2024-08-31,Home & Living,Rajshahi,Online,1,3661.62,0.071,4078.73
2024-08-31,Home & Living,Dhaka,Store,3,3853.1,0.156,11766.49
2024-08-31,Home & Living,Chattogram,Online,1,4140.13,0.091,4062.7
2024-08-31,Home & Living,Dhaka,Online,5,3780.71,0.131,18876.73
2024-08-31,Beauty,Dhaka,Online,1,1626.28,0.214,1423.76
2024-08-31,Beauty,Chattogram,Store,3,1581.18,0.068,4682.71
2024-08-31,Beauty,Dhaka,Store,1,1828.1,0.118,1975.9
